kx,ky,band1,band2
-0.74747,-1.5556,3.4051,-3.4051
-0.74747,-1.5152,3.2619,-3.2619
-0.74747,-1.4747,3.1326,-3.1326
-0.74747,-1.4343,3.0205,-3.0205
-0.74747,-1.3939,2.9285,-2.9285
-0.74747,-1.3535,2.8596,-2.8596
-0.74747,-1.3131,2.8161,-2.8161
-0.74747,-1.2727,2.7995,-2.7995
-0.74747,-1.2323,2.8105,-2.8105
-0.74747,-1.1919,2.8486,-2.8486
-0.74747,-1.1515,2.9123,-2.9123
-0.74747,-1.1111,2.9994,-2.9994
-0.74747,-1.0707,3.107,-3.107
-0.74747,-1.0303,3.232,-3.232
-0.74747,-0.9899,3.3714,-3.3714
-0.74747,-0.94949,3.522,-3.522
-0.74747,-0.90909,3.6811,-3.6811
-0.74747,-0.86869,3.8461,-3.8461
-0.74747,-0.82828,4.0148,-4.0148
-0.74747,-0.78788,4.1851,-4.1851
-0.74747,-0.74747,4.3552,-4.3552
-0.74747,-0.70707,4.5236,-4.5236
-0.74747,-0.66667,4.6888,-4.6888
-0.74747,-0.62626,4.8495,-4.8495
-0.74747,-0.58586,5.0048,-5.0048
-0.74747,-0.54545,5.1536,-5.1536
-0.74747,-0.50505,5.295,-5.295
-0.74747,-0.46465,5.4282,-5.4282
-0.74747,-0.42424,5.5526,-5.5526
-0.74747,-0.38384,5.6675,-5.6675
-0.74747,-0.34343,5.7724,-5.7724
-0.74747,-0.30303,5.8669,-5.8669
-0.74747,-0.26263,5.9504,-5.9504
-0.74747,-0.22222,6.0226,-6.0226
-0.74747,-0.18182,6.0833,-6.0833
-0.74747,-0.14141,6.1321,-6.1321
-0.74747,-0.10101,6.1689,-6.1689
-0.74747,-0.060606,6.1935,-6.1935
-0.74747,-0.020202,6.2058,-6.2058
-0.74747,0.020202,6.2058,-6.2058
-0.74747,0.060606,6.1935,-6.1935
-0.74747,0.10101,6.1689,-6.1689
-0.74747,0.14141,6.1321,-6.1321
-0.74747,0.18182,6.0833,-6.0833
-0.74747,0.22222,6.0226,-6.0226
-0.74747,0.26263,5.9504,-5.9504
-0.74747,0.30303,5.8669,-5.8669
-0.74747,0.34343,5.7724,-5.7724
-0.74747,0.38384,5.6675,-5.6675
-0.74747,0.42424,5.5526,-5.5526
-0.74747,0.46465,5.4282,-5.4282
-0.74747,0.50505,5.295,-5.295
-0.74747,0.54545,5.1536,-5.1536
-0.74747,0.58586,5.0048,-5.0048
-0.74747,0.62626,4.8495,-4.8495
-0.74747,0.66667,4.6888,-4.6888
-0.74747,0.70707,4.5236,-4.5236
-0.74747,0.74747,4.3552,-4.3552
-0.74747,0.78788,4.1851,-4.1851
-0.74747,0.82828,4.0148,-4.0148
-0.74747,0.86869,3.8461,-3.8461
-0.74747,0.90909,3.6811,-3.6811
-0.74747,0.94949,3.522,-3.522
-0.74747,0.9899,3.3714,-3.3714
-0.74747,1.0303,3.232,-3.232
-0.74747,1.0707,3.107,-3.107
-0.74747,1.1111,2.9994,-2.9994
-0.74747,1.1515,2.9123,-2.9123
-0.74747,1.1919,2.8486,-2.8486
-0.74747,1.2323,2.8105,-2.8105
-0.74747,1.2727,2.7995,-2.7995
-0.74747,1.3131,2.8161,-2.8161
-0.74747,1.3535,2.8596,-2.8596
-0.74747,1.3939,2.9285,-2.9285
-0.74747,1.4343,3.0205,-3.0205
-0.74747,1.4747,3.1326,-3.1326
-0.74747,1.5152,3.2619,-3.2619
-0.74747,1.5556,3.4051,-3.4051
-0.74747,1.596,3.5594,-3.5594
-0.74747,1.6364,3.7219,-3.7219
-0.74747,1.6768,3.8901,-3.8901
-0.74747,1.7172,4.0619,-4.0619
-0.74747,1.7576,4.2352,-4.2352
-0.74747,1.798,4.4082,-4.4082
-0.74747,1.8384,4.5794,-4.5794
-0.74747,1.8788,4.7474,-4.7474
-0.74747,1.9192,4.911,-4.911
-0.74747,1.9596,5.0691,-5.0691
-0.74747,2,5.2207,-5.2207
-0.70707,-2,5.0162,-5.0162
-0.70707,-1.9596,4.8672,-4.8672
-0.70707,-1.9192,4.7121,-4.7121
-0.70707,-1.8788,4.5519,-4.5519
-0.70707,-1.8384,4.388,-4.388
-0.70707,-1.798,4.2215,-4.2215
-0.70707,-1.7576,4.054,-4.054
-0.70707,-1.7172,3.8872,-3.8872
-0.70707,-1.6768,3.723,-3.723
-0.70707,-1.6364,3.5637,-3.5637
-0.70707,-1.596,3.4116,-3.4116
-0.70707,-1.5556,3.2695,-3.2695
-0.70707,-1.5152,3.1404,-3.1404
-0.70707,-1.4747,3.0273,-3.0273
-0.70707,-1.4343,2.9335,-2.9335
-0.70707,-1.3939,2.8619,-2.8619
-0.70707,-1.3535,2.8151,-2.8151
-0.70707,-1.3131,2.7949,-2.7949
-0.70707,-1.2727,2.8022,-2.8022
-0.70707,-1.2323,2.8369,-2.8369
-0.70707,-1.1919,2.8978,-2.8978
-0.70707,-1.1515,2.9828,-2.9828
-0.70707,-1.1111,3.0893,-3.0893
-0.70707,-1.0707,3.2142,-3.2142
-0.70707,-1.0303,3.3545,-3.3545
-0.70707,-0.9899,3.5071,-3.5071
-0.70707,-0.94949,3.6691,-3.6691
-0.70707,-0.90909,3.838,-3.838
-0.70707,-0.86869,4.0115,-4.0115
-0.70707,-0.82828,4.1873,-4.1873
-0.70707,-0.78788,4.3638,-4.3638
-0.70707,-0.74747,4.5391,-4.5391
-0.70707,-0.70707,4.712,-4.712
-0.70707,-0.66667,4.8811,-4.8811
-0.70707,-0.62626,5.0452,-5.0452
-0.70707,-0.58586,5.2034,-5.2034
-0.70707,-0.54545,5.3547,-5.3547
-0.70707,-0.50505,5.4982,-5.4982
-0.70707,-0.46465,5.6333,-5.6333
-0.70707,-0.42424,5.7593,-5.7593
-0.70707,-0.38384,5.8757,-5.8757
-0.70707,-0.34343,5.9818,-5.9818
-0.70707,-0.30303,6.0772,-6.0772
-0.70707,-0.26263,6.1616,-6.1616
-0.70707,-0.22222,6.2345,-6.2345
-0.70707,-0.18182,6.2957,-6.2957
-0.70707,-0.14141,6.345,-6.345
-0.70707,-0.10101,6.3821,-6.3821
-0.70707,-0.060606,6.407,-6.407
-0.70707,-0.020202,6.4194,-6.4194
-0.70707,0.020202,6.4194,-6.4194
-0.70707,0.060606,6.407,-6.407
-0.70707,0.10101,6.3821,-6.3821
-0.70707,0.14141,6.345,-6.345
-0.70707,0.18182,6.2957,-6.2957
-0.70707,0.22222,6.2345,-6.2345
-0.70707,0.26263,6.1616,-6.1616
-0.70707,0.30303,6.0772,-6.0772
-0.70707,0.34343,5.9818,-5.9818
-0.70707,0.38384,5.8757,-5.8757
-0.70707,0.42424,5.7593,-5.7593
-0.70707,0.46465,5.6333,-5.6333
-0.70707,0.50505,5.4982,-5.4982
-0.70707,0.54545,5.3547,-5.3547
-0.70707,0.58586,5.2034,-5.2034
-0.70707,0.62626,5.0452,-5.0452
-0.70707,0.66667,4.8811,-4.8811
-0.70707,0.70707,4.712,-4.712
-0.70707,0.74747,4.5391,-4.5391
-0.70707,0.78788,4.3638,-4.3638
-0.70707,0.82828,4.1873,-4.1873
-0.70707,0.86869,4.0115,-4.0115
-0.70707,0.90909,3.838,-3.838
-0.70707,0.94949,3.6691,-3.6691
-0.70707,0.9899,3.5071,-3.5071
-0.70707,1.0303,3.3545,-3.3545
-0.70707,1.0707,3.2142,-3.2142
-0.70707,1.1111,3.0893,-3.0893
-0.70707,1.1515,2.9828,-2.9828
-0.70707,1.1919,2.8978,-2.8978
-0.70707,1.2323,2.8369,-2.8369
-0.70707,1.2727,2.8022,-2.8022
-0.70707,1.3131,2.7949,-2.7949
-0.70707,1.3535,2.8151,-2.8151
-0.70707,1.3939,2.8619,-2.8619
-0.70707,1.4343,2.9335,-2.9335
-0.70707,1.4747,3.0273,-3.0273
-0.70707,1.5152,3.1404,-3.1404
-0.70707,1.5556,3.2695,-3.2695
-0.70707,1.596,3.4116,-3.4116
-0.70707,1.6364,3.5637,-3.5637
-0.70707,1.6768,3.723,-3.723
-0.70707,1.7172,3.8872,-3.8872
-0.70707,1.7576,4.054,-4.054
-0.70707,1.798,4.2215,-4.2215
-0.70707,1.8384,4.388,-4.388
-0.70707,1.8788,4.5519,-4.5519
-0.70707,1.9192,4.7121,-4.7121
-0.70707,1.9596,4.8672,-4.8672
-0.70707,2,5.0162,-5.0162
-0.66667,-2,4.8042,-4.8042
-0.66667,-1.9596,4.6576,-4.6576
-0.66667,-1.9192,4.5055,-4.5055
-0.66667,-1.8788,4.3488,-4.3488
-0.66667,-1.8384,4.1889,-4.1889
-0.66667,-1.798,4.0272,-4.0272
-0.66667,-1.7576,3.8653,-3.8653
-0.66667,-1.7172,3.7052,-3.7052
-0.66667,-1.6768,3.549,-3.549
-0.66667,-1.6364,3.399,-3.399
-0.66667,-1.596,3.258,-3.258
-0.66667,-1.5556,3.1288,-3.1288
-0.66667,-1.5152,3.0147,-3.0147
-0.66667,-1.4747,2.9189,-2.9189
-0.66667,-1.4343,2.8444,-2.8444
-0.66667,-1.3939,2.7941,-2.7941
-0.66667,-1.3535,2.7702,-2.7702
-0.66667,-1.3131,2.7737,-2.7737
-0.66667,-1.2727,2.8049,-2.8049
-0.66667,-1.2323,2.863,-2.863
-0.66667,-1.1919,2.9459,-2.9459
-0.66667,-1.1515,3.0513,-3.0513
-0.66667,-1.1111,3.1762,-3.1762
-0.66667,-1.0707,3.3175,-3.3175
-0.66667,-1.0303,3.4721,-3.4721
-0.66667,-0.9899,3.6371,-3.6371
-0.66667,-0.94949,3.8098,-3.8098
-0.66667,-0.90909,3.988,-3.988
-0.66667,-0.86869,4.1694,-4.1694
-0.66667,-0.82828,4.3521,-4.3521
-0.66667,-0.78788,4.5344,-4.5344
-0.66667,-0.74747,4.7149,-4.7149
-0.66667,-0.70707,4.8922,-4.8922
-0.66667,-0.66667,5.0651,-5.0651
-0.66667,-0.62626,5.2326,-5.2326
-0.66667,-0.58586,5.3936,-5.3936
-0.66667,-0.54545,5.5474,-5.5474
-0.66667,-0.50505,5.6931,-5.6931
-0.66667,-0.46465,5.8301,-5.8301
-0.66667,-0.42424,5.9578,-5.9578
-0.66667,-0.38384,6.0756,-6.0756
-0.66667,-0.34343,6.1829,-6.1829
-0.66667,-0.30303,6.2794,-6.2794
-0.66667,-0.26263,6.3646,-6.3646
-0.66667,-0.22222,6.4383,-6.4383
-0.66667,-0.18182,6.5002,-6.5002
-0.66667,-0.14141,6.5499,-6.5499
-0.66667,-0.10101,6.5874,-6.5874
-0.66667,-0.060606,6.6124,-6.6124
-0.66667,-0.020202,6.625,-6.625
-0.66667,0.020202,6.625,-6.625
-0.66667,0.060606,6.6124,-6.6124
-0.66667,0.10101,6.5874,-6.5874
-0.66667,0.14141,6.5499,-6.5499
-0.66667,0.18182,6.5002,-6.5002
-0.66667,0.22222,6.4383,-6.4383
-0.66667,0.26263,6.3646,-6.3646
-0.66667,0.30303,6.2794,-6.2794
-0.66667,0.34343,6.1829,-6.1829
-0.66667,0.38384,6.0756,-6.0756
-0.66667,0.42424,5.9578,-5.9578
-0.66667,0.46465,5.8301,-5.8301
-0.66667,0.50505,5.6931,-5.6931
-0.66667,0.54545,5.5474,-5.5474
-0.66667,0.58586,5.3936,-5.3936
-0.66667,0.62626,5.2326,-5.2326
-0.66667,0.66667,5.0651,-5.0651
-0.66667,0.70707,4.8922,-4.8922
-0.66667,0.74747,4.7149,-4.7149
-0.66667,0.78788,4.5344,-4.5344
-0.66667,0.82828,4.3521,-4.3521
-0.66667,0.86869,4.1694,-4.1694
-0.66667,0.90909,3.988,-3.988
-0.66667,0.94949,3.8098,-3.8098
-0.66667,0.9899,3.6371,-3.6371
-0.66667,1.0303,3.4721,-3.4721
-0.66667,1.0707,3.3175,-3.3175
-0.66667,1.1111,3.1762,-3.1762
-0.66667,1.1515,3.0513,-3.0513
-0.66667,1.1919,2.9459,-2.9459
-0.66667,1.2323,2.863,-2.863
-0.66667,1.2727,2.8049,-2.8049
-0.66667,1.3131,2.7737,-2.7737
-0.66667,1.3535,2.7702,-2.7702
-0.66667,1.3939,2.7941,-2.7941
-0.66667,1.4343,2.8444,-2.8444
-0.66667,1.4747,2.9189,-2.9189
-0.66667,1.5152,3.0147,-3.0147
-0.66667,1.5556,3.1288,-3.1288
-0.66667,1.596,3.258,-3.258
-0.66667,1.6364,3.399,-3.399
-0.66667,1.6768,3.549,-3.549
-0.66667,1.7172,3.7052,-3.7052
-0.66667,1.7576,3.8653,-3.8653
-0.66667,1.798,4.0272,-4.0272
-0.66667,1.8384,4.1889,-4.1889
-0.66667,1.8788,4.3488,-4.3488
-0.66667,1.9192,4.5055,-4.5055
-0.66667,1.9596,4.6576,-4.6576
-0.66667,2,4.8042,-4.8042
-0.62626,-2,4.5853,-4.5853
-0.62626,-1.9596,4.4412,-4.4412
-0.62626,-1.9192,4.2918,-4.2918
-0.62626,-1.8788,4.1385,-4.1385
-0.62626,-1.8384,3.9827,-3.9827
-0.62626,-1.798,3.8258,-3.8258
-0.62626,-1.7576,3.6697,-3.6697
-0.62626,-1.7172,3.5165,-3.5165
-0.62626,-1.6768,3.3685,-3.3685
-0.62626,-1.6364,3.2283,-3.2283
-0.62626,-1.596,3.0989,-3.0989
-0.62626,-1.5556,2.9835,-2.9835
-0.62626,-1.5152,2.8854,-2.8854
-0.62626,-1.4747,2.8077,-2.8077
-0.62626,-1.4343,2.7537,-2.7537
-0.62626,-1.3939,2.7256,-2.7256
-0.62626,-1.3535,2.7251,-2.7251
-0.62626,-1.3131,2.7526,-2.7526
-0.62626,-1.2727,2.8076,-2.8076
-0.62626,-1.2323,2.8884,-2.8884
-0.62626,-1.1919,2.9927,-2.9927
-0.62626,-1.1515,3.1175,-3.1175
-0.62626,-1.1111,3.2597,-3.2597
-0.62626,-1.0707,3.4163,-3.4163
-0.62626,-1.0303,3.5843,-3.5843
-0.62626,-0.9899,3.7609,-3.7609
-0.62626,-0.94949,3.9438,-3.9438
-0.62626,-0.90909,4.1307,-4.1307
-0.62626,-0.86869,4.3196,-4.3196
-0.62626,-0.82828,4.5088,-4.5088
-0.62626,-0.78788,4.6968,-4.6968
-0.62626,-0.74747,4.8822,-4.8822
-0.62626,-0.70707,5.0638,-5.0638
-0.62626,-0.66667,5.2404,-5.2404
-0.62626,-0.62626,5.4111,-5.4111
-0.62626,-0.58586,5.575,-5.575
-0.62626,-0.54545,5.7313,-5.7313
-0.62626,-0.50505,5.8792,-5.8792
-0.62626,-0.46465,6.0181,-6.0181
-0.62626,-0.42424,6.1474,-6.1474
-0.62626,-0.38384,6.2666,-6.2666
-0.62626,-0.34343,6.3752,-6.3752
-0.62626,-0.30303,6.4727,-6.4727
-0.62626,-0.26263,6.5589,-6.5589
-0.62626,-0.22222,6.6333,-6.6333
-0.62626,-0.18182,6.6958,-6.6958
-0.62626,-0.14141,6.746,-6.746
-0.62626,-0.10101,6.7838,-6.7838
-0.62626,-0.060606,6.8091,-6.8091
-0.62626,-0.020202,6.8218,-6.8218
-0.62626,0.020202,6.8218,-6.8218
-0.62626,0.060606,6.8091,-6.8091
-0.62626,0.10101,6.7838,-6.7838
-0.62626,0.14141,6.746,-6.746
-0.62626,0.18182,6.6958,-6.6958
-0.62626,0.22222,6.6333,-6.6333
-0.62626,0.26263,6.5589,-6.5589
-0.62626,0.30303,6.4727,-6.4727
-0.62626,0.34343,6.3752,-6.3752
-0.62626,0.38384,6.2666,-6.2666
-0.62626,0.42424,6.1474,-6.1474
-0.62626,0.46465,6.0181,-6.0181
-0.62626,0.50505,5.8792,-5.8792
-0.62626,0.54545,5.7313,-5.7313
-0.62626,0.58586,5.575,-5.575
-0.62626,0.62626,5.4111,-5.4111
-0.62626,0.66667,5.2404,-5.2404
-0.62626,0.70707,5.0638,-5.0638
-0.62626,0.74747,4.8822,-4.8822
-0.62626,0.78788,4.6968,-4.6968
-0.62626,0.82828,4.5088,-4.5088
-0.62626,0.86869,4.3196,-4.3196
-0.62626,0.90909,4.1307,-4.1307
-0.62626,0.94949,3.9438,-3.9438
-0.62626,0.9899,3.7609,-3.7609
-0.62626,1.0303,3.5843,-3.5843
-0.62626,1.0707,3.4163,-3.4163
-0.62626,1.1111,3.2597,-3.2597
-0.62626,1.1515,3.1175,-3.1175
-0.62626,1.1919,2.9927,-2.9927
-0.62626,1.2323,2.8884,-2.8884
-0.62626,1.2727,2.8076,-2.8076
-0.62626,1.3131,2.7526,-2.7526
-0.62626,1.3535,2.7251,-2.7251
-0.62626,1.3939,2.7256,-2.7256
-0.62626,1.4343,2.7537,-2.7537
-0.62626,1.4747,2.8077,-2.8077
-0.62626,1.5152,2.8854,-2.8854
-0.62626,1.5556,2.9835,-2.9835
-0.62626,1.596,3.0989,-3.0989
-0.62626,1.6364,3.2283,-3.2283
-0.62626,1.6768,3.3685,-3.3685
-0.62626,1.7172,3.5165,-3.5165
-0.62626,1.7576,3.6697,-3.6697
-0.62626,1.798,3.8258,-3.8258
-0.62626,1.8384,3.9827,-3.9827
-0.62626,1.8788,4.1385,-4.1385
-0.62626,1.9192,4.2918,-4.2918
-0.62626,1.9596,4.4412,-4.4412
-0.62626,2,4.5853,-4.5853
-0.58586,-2,4.3603,-4.3603
-0.58586,-1.9596,4.2184,-4.2184
-0.58586,-1.9192,4.0717,-4.0717
-0.58586,-1.8788,3.9217,-3.9217
-0.58586,-1.8384,3.7698,-3.7698
-0.58586,-1.798,3.6177,-3.6177
-0.58586,-1.7576,3.4674,-3.4674
-0.58586,-1.7172,3.3212,-3.3212
-0.58586,-1.6768,3.1817,-3.1817
-0.58586,-1.6364,3.0519,-3.0519
-0.58586,-1.596,2.9348,-2.9348
-0.58586,-1.5556,2.834,-2.834
-0.58586,-1.5152,2.7528,-2.7528
-0.58586,-1.4747,2.6944,-2.6944
-0.58586,-1.4343,2.6618,-2.6618
-0.58586,-1.3939,2.6567,-2.6567
-0.58586,-1.3535,2.6802,-2.6802
-0.58586,-1.3131,2.7318,-2.7318
-0.58586,-1.2727,2.8102,-2.8102
-0.58586,-1.2323,2.9131,-2.9131
-0.58586,-1.1919,3.0377,-3.0377
-0.58586,-1.1515,3.1809,-3.1809
-0.58586,-1.1111,3.3395,-3.3395
-0.58586,-1.0707,3.5104,-3.5104
-0.58586,-1.0303,3.6909,-3.6909
-0.58586,-0.9899,3.8784,-3.8784
-0.58586,-0.94949,4.0707,-4.0707
-0.58586,-0.90909,4.2658,-4.2658
-0.58586,-0.86869,4.4618,-4.4618
-0.58586,-0.82828,4.6572,-4.6572
-0.58586,-0.78788,4.8506,-4.8506
-0.58586,-0.74747,5.0407,-5.0407
-0.58586,-0.70707,5.2264,-5.2264
-0.58586,-0.66667,5.4066,-5.4066
-0.58586,-0.62626,5.5805,-5.5805
-0.58586,-0.58586,5.7471,-5.7471
-0.58586,-0.54545,5.9058,-5.9058
-0.58586,-0.50505,6.0559,-6.0559
-0.58586,-0.46465,6.1967,-6.1967
-0.58586,-0.42424,6.3276,-6.3276
-0.58586,-0.38384,6.4482,-6.4482
-0.58586,-0.34343,6.5581,-6.5581
-0.58586,-0.30303,6.6567,-6.6567
-0.58586,-0.26263,6.7438,-6.7438
-0.58586,-0.22222,6.8189,-6.8189
-0.58586,-0.18182,6.882,-6.882
-0.58586,-0.14141,6.9327,-6.9327
-0.58586,-0.10101,6.9709,-6.9709
-0.58586,-0.060606,6.9964,-6.9964
-0.58586,-0.020202,7.0092,-7.0092
-0.58586,0.020202,7.0092,-7.0092
-0.58586,0.060606,6.9964,-6.9964
-0.58586,0.10101,6.9709,-6.9709
-0.58586,0.14141,6.9327,-6.9327
-0.58586,0.18182,6.882,-6.882
-0.58586,0.22222,6.8189,-6.8189
-0.58586,0.26263,6.7438,-6.7438
-0.58586,0.30303,6.6567,-6.6567
-0.58586,0.34343,6.5581,-6.5581
-0.58586,0.38384,6.4482,-6.4482
-0.58586,0.42424,6.3276,-6.3276
-0.58586,0.46465,6.1967,-6.1967
-0.58586,0.50505,6.0559,-6.0559
-0.58586,0.54545,5.9058,-5.9058
-0.58586,0.58586,5.7471,-5.7471
-0.58586,0.62626,5.5805,-5.5805
-0.58586,0.66667,5.4066,-5.4066
-0.58586,0.70707,5.2264,-5.2264
-0.58586,0.74747,5.0407,-5.0407
-0.58586,0.78788,4.8506,-4.8506
-0.58586,0.82828,4.6572,-4.6572
-0.58586,0.86869,4.4618,-4.4618
-0.58586,0.90909,4.2658,-4.2658
-0.58586,0.94949,4.0707,-4.0707
-0.58586,0.9899,3.8784,-3.8784
-0.58586,1.0303,3.6909,-3.6909
-0.58586,1.0707,3.5104,-3.5104
-0.58586,1.1111,3.3395,-3.3395
-0.58586,1.1515,3.1809,-3.1809
-0.58586,1.1919,3.0377,-3.0377
-0.58586,1.2323,2.9131,-2.9131
-0.58586,1.2727,2.8102,-2.8102
-0.58586,1.3131,2.7318,-2.7318
-0.58586,1.3535,2.6802,-2.6802
-0.58586,1.3939,2.6567,-2.6567
-0.58586,1.4343,2.6618,-2.6618
-0.58586,1.4747,2.6944,-2.6944
-0.58586,1.5152,2.7528,-2.7528
-0.58586,1.5556,2.834,-2.834
-0.58586,1.596,2.9348,-2.9348
-0.58586,1.6364,3.0519,-3.0519
-0.58586,1.6768,3.1817,-3.1817
-0.58586,1.7172,3.3212,-3.3212
-0.58586,1.7576,3.4674,-3.4674
-0.58586,1.798,3.6177,-3.6177
-0.58586,1.8384,3.7698,-3.7698
-0.58586,1.8788,3.9217,-3.9217
-0.58586,1.9192,4.0717,-4.0717
-0.58586,1.9596,4.2184,-4.2184
-0.58586,2,4.3603,-4.3603
-0.54545,-2,4.1299,-4.1299
-0.54545,-1.9596,3.99,-3.99
-0.54545,-1.9192,3.8459,-3.8459
-0.54545,-1.8788,3.6989,-3.6989
-0.54545,-1.8384,3.5507,-3.5507
-0.54545,-1.798,3.4033,-3.4033
-0.54545,-1.7576,3.2588,-3.2588
-0.54545,-1.7172,3.1198,-3.1198
-0.54545,-1.6768,2.9892,-2.9892
-0.54545,-1.6364,2.8701,-2.8701
-0.54545,-1.596,2.7661,-2.7661
-0.54545,-1.5556,2.6807,-2.6807
-0.54545,-1.5152,2.6175,-2.6175
-0.54545,-1.4747,2.5796,-2.5796
-0.54545,-1.4343,2.5694,-2.5694
-0.54545,-1.3939,2.5881,-2.5881
-0.54545,-1.3535,2.6358,-2.6358
-0.54545,-1.3131,2.7114,-2.7114
-0.54545,-1.2727,2.8127,-2.8127
-0.54545,-1.2323,2.937,-2.937
-0.54545,-1.1919,3.0809,-3.0809
-0.54545,-1.1515,3.2414,-3.2414
-0.54545,-1.1111,3.4152,-3.4152
-0.54545,-1.0707,3.5995,-3.5995
-0.54545,-1.0303,3.7916,-3.7916
-0.54545,-0.9899,3.9893,-3.9893
-0.54545,-0.94949,4.1904,-4.1904
-0.54545,-0.90909,4.3931,-4.3931
-0.54545,-0.86869,4.5958,-4.5958
-0.54545,-0.82828,4.797,-4.797
-0.54545,-0.78788,4.9955,-4.9955
-0.54545,-0.74747,5.19,-5.19
-0.54545,-0.70707,5.3796,-5.3796
-0.54545,-0.66667,5.5633,-5.5633
-0.54545,-0.62626,5.7402,-5.7402
-0.54545,-0.58586,5.9095,-5.9095
-0.54545,-0.54545,6.0706,-6.0706
-0.54545,-0.50505,6.2227,-6.2227
-0.54545,-0.46465,6.3654,-6.3654
-0.54545,-0.42424,6.4979,-6.4979
-0.54545,-0.38384,6.6199,-6.6199
-0.54545,-0.34343,6.731,-6.731
-0.54545,-0.30303,6.8307,-6.8307
-0.54545,-0.26263,6.9186,-6.9186
-0.54545,-0.22222,6.9946,-6.9946
-0.54545,-0.18182,7.0582,-7.0582
-0.54545,-0.14141,7.1094,-7.1094
-0.54545,-0.10101,7.148,-7.148
-0.54545,-0.060606,7.1737,-7.1737
-0.54545,-0.020202,7.1866,-7.1866
-0.54545,0.020202,7.1866,-7.1866
-0.54545,0.060606,7.1737,-7.1737
-0.54545,0.10101,7.148,-7.148
-0.54545,0.14141,7.1094,-7.1094
-0.54545,0.18182,7.0582,-7.0582
-0.54545,0.22222,6.9946,-6.9946
-0.54545,0.26263,6.9186,-6.9186
-0.54545,0.30303,6.8307,-6.8307
-0.54545,0.34343,6.731,-6.731
-0.54545,0.38384,6.6199,-6.6199
-0.54545,0.42424,6.4979,-6.4979
-0.54545,0.46465,6.3654,-6.3654
-0.54545,0.50505,6.2227,-6.2227
-0.54545,0.54545,6.0706,-6.0706
-0.54545,0.58586,5.9095,-5.9095
-0.54545,0.62626,5.7402,-5.7402
-0.54545,0.66667,5.5633,-5.5633
-0.54545,0.70707,5.3796,-5.3796
-0.54545,0.74747,5.19,-5.19
-0.54545,0.78788,4.9955,-4.9955
-0.54545,0.82828,4.797,-4.797
-0.54545,0.86869,4.5958,-4.5958
-0.54545,0.90909,4.3931,-4.3931
-0.54545,0.94949,4.1904,-4.1904
-0.54545,0.9899,3.9893,-3.9893
-0.54545,1.0303,3.7916,-3.7916
-0.54545,1.0707,3.5995,-3.5995
-0.54545,1.1111,3.4152,-3.4152
-0.54545,1.1515,3.2414,-3.2414
-0.54545,1.1919,3.0809,-3.0809
-0.54545,1.2323,2.937,-2.937
-0.54545,1.2727,2.8127,-2.8127
-0.54545,1.3131,2.7114,-2.7114
-0.54545,1.3535,2.6358,-2.6358
-0.54545,1.3939,2.5881,-2.5881
-0.54545,1.4343,2.5694,-2.5694
-0.54545,1.4747,2.5796,-2.5796
-0.54545,1.5152,2.6175,-2.6175
-0.54545,1.5556,2.6807,-2.6807
-0.54545,1.596,2.7661,-2.7661
-0.54545,1.6364,2.8701,-2.8701
-0.54545,1.6768,2.9892,-2.9892
-0.54545,1.7172,3.1198,-3.1198
-0.54545,1.7576,3.2588,-3.2588
-0.54545,1.798,3.4033,-3.4033
-0.54545,1.8384,3.5507,-3.5507
-0.54545,1.8788,3.6989,-3.6989
-0.54545,1.9192,3.8459,-3.8459
-0.54545,1.9596,3.99,-3.99
-0.54545,2,4.1299,-4.1299
-0.50505,-2,3.8952,-3.8952
-0.50505,-1.9596,3.7569,-3.7569
-0.50505,-1.9192,3.6149,-3.6149
-0.50505,-1.8788,3.4707,-3.4707
-0.50505,-1.8384,3.3261,-3.3261
-0.50505,-1.798,3.1831,-3.1831
-0.50505,-1.7576,3.0444,-3.0444
-0.50505,-1.7172,2.9126,-2.9126
-0.50505,-1.6768,2.7911,-2.7911
-0.50505,-1.6364,2.6833,-2.6833
-0.50505,-1.596,2.5931,-2.5931
-0.50505,-1.5556,2.5242,-2.5242
-0.50505,-1.5152,2.4802,-2.4802
-0.50505,-1.4747,2.4639,-2.4639
-0.50505,-1.4343,2.4771,-2.4771
-0.50505,-1.3939,2.5202,-2.5202
-0.50505,-1.3535,2.5924,-2.5924
-0.50505,-1.3131,2.6916,-2.6916
-0.50505,-1.2727,2.8152,-2.8152
-0.50505,-1.2323,2.9597,-2.9597
-0.50505,-1.1919,3.1219,-3.1219
-0.50505,-1.1515,3.2985,-3.2985
-0.50505,-1.1111,3.4866,-3.4866
-0.50505,-1.0707,3.6832,-3.6832
-0.50505,-1.0303,3.8862,-3.8862
-0.50505,-0.9899,4.0932,-4.0932
-0.50505,-0.94949,4.3025,-4.3025
-0.50505,-0.90909,4.5123,-4.5123
-0.50505,-0.86869,4.7213,-4.7213
-0.50505,-0.82828,4.9279,-4.9279
-0.50505,-0.78788,5.1312,-5.1312
-0.50505,-0.74747,5.33,-5.33
-0.50505,-0.70707,5.5233,-5.5233
-0.50505,-0.66667,5.7102,-5.7102
-0.50505,-0.62626,5.89,-5.89
-0.50505,-0.58586,6.0619,-6.0619
-0.50505,-0.54545,6.2252,-6.2252
-0.50505,-0.50505,6.3794,-6.3794
-0.50505,-0.46465,6.5238,-6.5238
