kx,ky,band1,band2
-2,-2,6.1138,-6.1138
-2,-1.9596,5.9496,-5.9496
-2,-1.9192,5.7771,-5.7771
-2,-1.8788,5.5971,-5.5971
-2,-1.8384,5.4102,-5.4102
-2,-1.798,5.2175,-5.2175
-2,-1.7576,5.0197,-5.0197
-2,-1.7172,4.818,-4.818
-2,-1.6768,4.6134,-4.6134
-2,-1.6364,4.4073,-4.4073
-2,-1.596,4.201,-4.201
-2,-1.5556,3.9962,-3.9962
-2,-1.5152,3.7946,-3.7946
-2,-1.4747,3.5983,-3.5983
-2,-1.4343,3.4096,-3.4096
-2,-1.3939,3.231,-3.231
-2,-1.3535,3.0655,-3.0655
-2,-1.3131,2.9162,-2.9162
-2,-1.2727,2.7863,-2.7863
-2,-1.2323,2.6791,-2.6791
-2,-1.1919,2.5976,-2.5976
-2,-1.1515,2.5441,-2.5441
-2,-1.1111,2.5198,-2.5198
-2,-1.0707,2.525,-2.525
-2,-1.0303,2.5584,-2.5584
-2,-0.9899,2.6177,-2.6177
-2,-0.94949,2.6998,-2.6998
-2,-0.90909,2.801,-2.801
-2,-0.86869,2.9176,-2.9176
-2,-0.82828,3.0461,-3.0461
-2,-0.78788,3.1831,-3.1831
-2,-0.74747,3.3257,-3.3257
-2,-0.70707,3.4713,-3.4713
-2,-0.66667,3.6176,-3.6176
-2,-0.62626,3.7628,-3.7628
-2,-0.58586,3.905,-3.905
-2,-0.54545,4.0429,-4.0429
-2,-0.50505,4.1752,-4.1752
-2,-0.46465,4.3009,-4.3009
-2,-0.42424,4.4189,-4.4189
-2,-0.38384,4.5285,-4.5285
-2,-0.34343,4.629,-4.629
-2,-0.30303,4.7197,-4.7197
-2,-0.26263,4.8002,-4.8002
-2,-0.22222,4.87,-4.87
-2,-0.18182,4.9286,-4.9286
-2,-0.14141,4.9759,-4.9759
-2,-0.10101,5.0116,-5.0116
-2,-0.060606,5.0355,-5.0355
-2,-0.020202,5.0475,-5.0475
-2,0.020202,5.0475,-5.0475
-2,0.060606,5.0355,-5.0355
-2,0.10101,5.0116,-5.0116
-2,0.14141,4.9759,-4.9759
-2,0.18182,4.9286,-4.9286
-2,0.22222,4.87,-4.87
-2,0.26263,4.8002,-4.8002
-2,0.30303,4.7197,-4.7197
-2,0.34343,4.629,-4.629
-2,0.38384,4.5285,-4.5285
-2,0.42424,4.4189,-4.4189
-2,0.46465,4.3009,-4.3009
-2,0.50505,4.1752,-4.1752
-2,0.54545,4.0429,-4.0429
-2,0.58586,3.905,-3.905
-2,0.62626,3.7628,-3.7628
-2,0.66667,3.6176,-3.6176
-2,0.70707,3.4713,-3.4713
-2,0.74747,3.3257,-3.3257
-2,0.78788,3.1831,-3.1831
-2,0.82828,3.0461,-3.0461
-2,0.86869,2.9176,-2.9176
-2,0.90909,2.801,-2.801
-2,0.94949,2.6998,-2.6998
-2,0.9899,2.6177,-2.6177
-2,1.0303,2.5584,-2.5584
-2,1.0707,2.525,-2.525
-2,1.1111,2.5198,-2.5198
-2,1.1515,2.5441,-2.5441
-2,1.1919,2.5976,-2.5976
-2,1.2323,2.6791,-2.6791
-2,1.2727,2.7863,-2.7863
-2,1.3131,2.9162,-2.9162
-2,1.3535,3.0655,-3.0655
-2,1.3939,3.231,-3.231
-2,1.4343,3.4096,-3.4096
-2,1.4747,3.5983,-3.5983
-2,1.5152,3.7946,-3.7946
-2,1.5556,3.9962,-3.9962
-2,1.596,4.201,-4.201
-2,1.6364,4.4073,-4.4073
-2,1.6768,4.6134,-4.6134
-2,1.7172,4.818,-4.818
-2,1.7576,5.0197,-5.0197
-2,1.798,5.2175,-5.2175
-2,1.8384,5.4102,-5.4102
-2,1.8788,5.5971,-5.5971
-2,1.9192,5.7771,-5.7771
-2,1.9596,5.9496,-5.9496
-2,2,6.1138,-6.1138
-1.9596,-2,6.2626,-6.2626
-1.9596,-1.9596,6.0962,-6.0962
-1.9596,-1.9192,5.9211,-5.9211
-1.9596,-1.8788,5.7382,-5.7382
-1.9596,-1.8384,5.5481,-5.5481
-1.9596,-1.798,5.3517,-5.3517
-1.9596,-1.7576,5.1497,-5.1497
-1.9596,-1.7172,4.9432,-4.9432
-1.9596,-1.6768,4.7332,-4.7332
-1.9596,-1.6364,4.5209,-4.5209
-1.9596,-1.596,4.3076,-4.3076
-1.9596,-1.5556,4.0946,-4.0946
-1.9596,-1.5152,3.8837,-3.8837
-1.9596,-1.4747,3.6768,-3.6768
-1.9596,-1.4343,3.4758,-3.4758
-1.9596,-1.3939,3.2831,-3.2831
-1.9596,-1.3535,3.1016,-3.1016
-1.9596,-1.3131,2.9341,-2.9341
-1.9596,-1.2727,2.7839,-2.7839
-1.9596,-1.2323,2.6545,-2.6545
-1.9596,-1.1919,2.5493,-2.5493
-1.9596,-1.1515,2.4711,-2.4711
-1.9596,-1.1111,2.4224,-2.4224
-1.9596,-1.0707,2.404,-2.404
-1.9596,-1.0303,2.4157,-2.4157
-1.9596,-0.9899,2.4558,-2.4558
-1.9596,-0.94949,2.5214,-2.5214
-1.9596,-0.90909,2.609,-2.609
-1.9596,-0.86869,2.7146,-2.7146
-1.9596,-0.82828,2.8343,-2.8343
-1.9596,-0.78788,2.9645,-2.9645
-1.9596,-0.74747,3.1018,-3.1018
-1.9596,-0.70707,3.2432,-3.2432
-1.9596,-0.66667,3.3864,-3.3864
-1.9596,-0.62626,3.5291,-3.5291
-1.9596,-0.58586,3.6695,-3.6695
-1.9596,-0.54545,3.806,-3.806
-1.9596,-0.50505,3.9373,-3.9373
-1.9596,-0.46465,4.0621,-4.0621
-1.9596,-0.42424,4.1796,-4.1796
-1.9596,-0.38384,4.2888,-4.2888
-1.9596,-0.34343,4.3889,-4.3889
-1.9596,-0.30303,4.4794,-4.4794
-1.9596,-0.26263,4.5597,-4.5597
-1.9596,-0.22222,4.6294,-4.6294
-1.9596,-0.18182,4.688,-4.688
-1.9596,-0.14141,4.7352,-4.7352
-1.9596,-0.10101,4.7708,-4.7708
-1.9596,-0.060606,4.7947,-4.7947
-1.9596,-0.020202,4.8067,-4.8067
-1.9596,0.020202,4.8067,-4.8067
-1.9596,0.060606,4.7947,-4.7947
-1.9596,0.10101,4.7708,-4.7708
-1.9596,0.14141,4.7352,-4.7352
-1.9596,0.18182,4.688,-4.688
-1.9596,0.22222,4.6294,-4.6294
-1.9596,0.26263,4.5597,-4.5597
-1.9596,0.30303,4.4794,-4.4794
-1.9596,0.34343,4.3889,-4.3889
-1.9596,0.38384,4.2888,-4.2888
-1.9596,0.42424,4.1796,-4.1796
-1.9596,0.46465,4.0621,-4.0621
-1.9596,0.50505,3.9373,-3.9373
-1.9596,0.54545,3.806,-3.806
-1.9596,0.58586,3.6695,-3.6695
-1.9596,0.62626,3.5291,-3.5291
-1.9596,0.66667,3.3864,-3.3864
-1.9596,0.70707,3.2432,-3.2432
-1.9596,0.74747,3.1018,-3.1018
-1.9596,0.78788,2.9645,-2.9645
-1.9596,0.82828,2.8343,-2.8343
-1.9596,0.86869,2.7146,-2.7146
-1.9596,0.90909,2.609,-2.609
-1.9596,0.94949,2.5214,-2.5214
-1.9596,0.9899,2.4558,-2.4558
-1.9596,1.0303,2.4157,-2.4157
-1.9596,1.0707,2.404,-2.404
-1.9596,1.1111,2.4224,-2.4224
-1.9596,1.1515,2.4711,-2.4711
-1.9596,1.1919,2.5493,-2.5493
-1.9596,1.2323,2.6545,-2.6545
-1.9596,1.2727,2.7839,-2.7839
-1.9596,1.3131,2.9341,-2.9341
-1.9596,1.3535,3.1016,-3.1016
-1.9596,1.3939,3.2831,-3.2831
-1.9596,1.4343,3.4758,-3.4758
-1.9596,1.4747,3.6768,-3.6768
-1.9596,1.5152,3.8837,-3.8837
-1.9596,1.5556,4.0946,-4.0946
-1.9596,1.596,4.3076,-4.3076
-1.9596,1.6364,4.5209,-4.5209
-1.9596,1.6768,4.7332,-4.7332
-1.9596,1.7172,4.9432,-4.9432
-1.9596,1.7576,5.1497,-5.1497
-1.9596,1.798,5.3517,-5.3517
-1.9596,1.8384,5.5481,-5.5481
-1.9596,1.8788,5.7382,-5.7382
-1.9596,1.9192,5.9211,-5.9211
-1.9596,1.9596,6.0962,-6.0962
-1.9596,2,6.2626,-6.2626
-1.9192,-2,6.4008,-6.4008
-1.9192,-1.9596,6.2322,-6.2322
-1.9192,-1.9192,6.0548,-6.0548
-1.9192,-1.8788,5.8691,-5.8691
-1.9192,-1.8384,5.676,-5.676
-1.9192,-1.798,5.4761,-5.4761
-1.9192,-1.7576,5.2702,-5.2702
-1.9192,-1.7172,5.0593,-5.0593
-1.9192,-1.6768,4.8443,-4.8443
-1.9192,-1.6364,4.6262,-4.6262
-1.9192,-1.596,4.4064,-4.4064
-1.9192,-1.5556,4.186,-4.186
-1.9192,-1.5152,3.9666,-3.9666
-1.9192,-1.4747,3.7497,-3.7497
-1.9192,-1.4343,3.5374,-3.5374
-1.9192,-1.3939,3.3318,-3.3318
-1.9192,-1.3535,3.1354,-3.1354
-1.9192,-1.3131,2.9509,-2.9509
-1.9192,-1.2727,2.7816,-2.7816
-1.9192,-1.2323,2.6309,-2.6309
-1.9192,-1.1919,2.5025,-2.5025
-1.9192,-1.1515,2.3998,-2.3998
-1.9192,-1.1111,2.326,-2.326
-1.9192,-1.0707,2.2831,-2.2831
-1.9192,-1.0303,2.2718,-2.2718
-1.9192,-0.9899,2.2914,-2.2914
-1.9192,-0.94949,2.3395,-2.3395
-1.9192,-0.90909,2.4126,-2.4126
-1.9192,-0.86869,2.5067,-2.5067
-1.9192,-0.82828,2.6174,-2.6174
-1.9192,-0.78788,2.7407,-2.7407
-1.9192,-0.74747,2.8729,-2.8729
-1.9192,-0.70707,3.0106,-3.0106
-1.9192,-0.66667,3.1511,-3.1511
-1.9192,-0.62626,3.2918,-3.2918
-1.9192,-0.58586,3.4309,-3.4309
-1.9192,-0.54545,3.5665,-3.5665
-1.9192,-0.50505,3.6971,-3.6971
-1.9192,-0.46465,3.8216,-3.8216
-1.9192,-0.42424,3.9388,-3.9388
-1.9192,-0.38384,4.0479,-4.0479
-1.9192,-0.34343,4.148,-4.148
-1.9192,-0.30303,4.2385,-4.2385
-1.9192,-0.26263,4.3189,-4.3189
-1.9192,-0.22222,4.3886,-4.3886
-1.9192,-0.18182,4.4473,-4.4473
-1.9192,-0.14141,4.4946,-4.4946
-1.9192,-0.10101,4.5303,-4.5303
-1.9192,-0.060606,4.5542,-4.5542
-1.9192,-0.020202,4.5662,-4.5662
-1.9192,0.020202,4.5662,-4.5662
-1.9192,0.060606,4.5542,-4.5542
-1.9192,0.10101,4.5303,-4.5303
-1.9192,0.14141,4.4946,-4.4946
-1.9192,0.18182,4.4473,-4.4473
-1.9192,0.22222,4.3886,-4.3886
-1.9192,0.26263,4.3189,-4.3189
-1.9192,0.30303,4.2385,-4.2385
-1.9192,0.34343,4.148,-4.148
-1.9192,0.38384,4.0479,-4.0479
-1.9192,0.42424,3.9388,-3.9388
-1.9192,0.46465,3.8216,-3.8216
-1.9192,0.50505,3.6971,-3.6971
-1.9192,0.54545,3.5665,-3.5665
-1.9192,0.58586,3.4309,-3.4309
-1.9192,0.62626,3.2918,-3.2918
-1.9192,0.66667,3.1511,-3.1511
-1.9192,0.70707,3.0106,-3.0106
-1.9192,0.74747,2.8729,-2.8729
-1.9192,0.78788,2.7407,-2.7407
-1.9192,0.82828,2.6174,-2.6174
-1.9192,0.86869,2.5067,-2.5067
-1.9192,0.90909,2.4126,-2.4126
-1.9192,0.94949,2.3395,-2.3395
-1.9192,0.9899,2.2914,-2.2914
-1.9192,1.0303,2.2718,-2.2718
-1.9192,1.0707,2.2831,-2.2831
-1.9192,1.1111,2.326,-2.326
-1.9192,1.1515,2.3998,-2.3998
-1.9192,1.1919,2.5025,-2.5025
-1.9192,1.2323,2.6309,-2.6309
-1.9192,1.2727,2.7816,-2.7816
-1.9192,1.3131,2.9509,-2.9509
-1.9192,1.3535,3.1354,-3.1354
-1.9192,1.3939,3.3318,-3.3318
-1.9192,1.4343,3.5374,-3.5374
-1.9192,1.4747,3.7497,-3.7497
-1.9192,1.5152,3.9666,-3.9666
-1.9192,1.5556,4.186,-4.186
-1.9192,1.596,4.4064,-4.4064
-1.9192,1.6364,4.6262,-4.6262
-1.9192,1.6768,4.8443,-4.8443
-1.9192,1.7172,5.0593,-5.0593
-1.9192,1.7576,5.2702,-5.2702
-1.9192,1.798,5.4761,-5.4761
-1.9192,1.8384,5.676,-5.676
-1.9192,1.8788,5.8691,-5.8691
-1.9192,1.9192,6.0548,-6.0548
-1.9192,1.9596,6.2322,-6.2322
-1.9192,2,6.4008,-6.4008
-1.8788,-2,6.5281,-6.5281
-1.8788,-1.9596,6.3574,-6.3574
-1.8788,-1.9192,6.1777,-6.1777
-1.8788,-1.8788,5.9896,-5.9896
-1.8788,-1.8384,5.7936,-5.7936
-1.8788,-1.798,5.5904,-5.5904
-1.8788,-1.7576,5.381,-5.381
-1.8788,-1.7172,5.166,-5.166
-1.8788,-1.6768,4.9463,-4.9463
-1.8788,-1.6364,4.7231,-4.7231
-1.8788,-1.596,4.4973,-4.4973
-1.8788,-1.5556,4.2701,-4.2701
-1.8788,-1.5152,4.0428,-4.0428
-1.8788,-1.4747,3.8171,-3.8171
-1.8788,-1.4343,3.5945,-3.5945
-1.8788,-1.3939,3.377,-3.377
-1.8788,-1.3535,3.1669,-3.1669
-1.8788,-1.3131,2.9667,-2.9667
-1.8788,-1.2727,2.7795,-2.7795
-1.8788,-1.2323,2.6086,-2.6086
-1.8788,-1.1919,2.4577,-2.4577
-1.8788,-1.1515,2.3308,-2.3308
-1.8788,-1.1111,2.2316,-2.2316
-1.8788,-1.0707,2.1633,-2.1633
-1.8788,-1.0303,2.1278,-2.1278
-1.8788,-0.9899,2.1253,-2.1253
-1.8788,-0.94949,2.1545,-2.1545
-1.8788,-0.90909,2.2121,-2.2121
-1.8788,-0.86869,2.2941,-2.2941
-1.8788,-0.82828,2.3957,-2.3957
-1.8788,-0.78788,2.5124,-2.5124
-1.8788,-0.74747,2.6398,-2.6398
-1.8788,-0.70707,2.7743,-2.7743
-1.8788,-0.66667,2.9126,-2.9126
-1.8788,-0.62626,3.0521,-3.0521
-1.8788,-0.58586,3.1904,-3.1904
-1.8788,-0.54545,3.3256,-3.3256
-1.8788,-0.50505,3.4562,-3.4562
-1.8788,-0.46465,3.5808,-3.5808
-1.8788,-0.42424,3.6983,-3.6983
-1.8788,-0.38384,3.8076,-3.8076
-1.8788,-0.34343,3.9081,-3.9081
-1.8788,-0.30303,3.999,-3.999
-1.8788,-0.26263,4.0797,-4.0797
-1.8788,-0.22222,4.1497,-4.1497
-1.8788,-0.18182,4.2086,-4.2086
-1.8788,-0.14141,4.2561,-4.2561
-1.8788,-0.10101,4.292,-4.292
-1.8788,-0.060606,4.316,-4.316
-1.8788,-0.020202,4.328,-4.328
-1.8788,0.020202,4.328,-4.328
-1.8788,0.060606,4.316,-4.316
-1.8788,0.10101,4.292,-4.292
-1.8788,0.14141,4.2561,-4.2561
-1.8788,0.18182,4.2086,-4.2086
-1.8788,0.22222,4.1497,-4.1497
-1.8788,0.26263,4.0797,-4.0797
-1.8788,0.30303,3.999,-3.999
-1.8788,0.34343,3.9081,-3.9081
-1.8788,0.38384,3.8076,-3.8076
-1.8788,0.42424,3.6983,-3.6983
-1.8788,0.46465,3.5808,-3.5808
-1.8788,0.50505,3.4562,-3.4562
-1.8788,0.54545,3.3256,-3.3256
-1.8788,0.58586,3.1904,-3.1904
-1.8788,0.62626,3.0521,-3.0521
-1.8788,0.66667,2.9126,-2.9126
-1.8788,0.70707,2.7743,-2.7743
-1.8788,0.74747,2.6398,-2.6398
-1.8788,0.78788,2.5124,-2.5124
-1.8788,0.82828,2.3957,-2.3957
-1.8788,0.86869,2.2941,-2.2941
-1.8788,0.90909,2.2121,-2.2121
-1.8788,0.94949,2.1545,-2.1545
-1.8788,0.9899,2.1253,-2.1253
-1.8788,1.0303,2.1278,-2.1278
-1.8788,1.0707,2.1633,-2.1633
-1.8788,1.1111,2.2316,-2.2316
-1.8788,1.1515,2.3308,-2.3308
-1.8788,1.1919,2.4577,-2.4577
-1.8788,1.2323,2.6086,-2.6086
-1.8788,1.2727,2.7795,-2.7795
-1.8788,1.3131,2.9667,-2.9667
-1.8788,1.3535,3.1669,-3.1669
-1.8788,1.3939,3.377,-3.377
-1.8788,1.4343,3.5945,-3.5945
-1.8788,1.4747,3.8171,-3.8171
-1.8788,1.5152,4.0428,-4.0428
-1.8788,1.5556,4.2701,-4.2701
-1.8788,1.596,4.4973,-4.4973
-1.8788,1.6364,4.7231,-4.7231
-1.8788,1.6768,4.9463,-4.9463
-1.8788,1.7172,5.166,-5.166
-1.8788,1.7576,5.381,-5.381
-1.8788,1.798,5.5904,-5.5904
-1.8788,1.8384,5.7936,-5.7936
-1.8788,1.8788,5.9896,-5.9896
-1.8788,1.9192,6.1777,-6.1777
-1.8788,1.9596,6.3574,-6.3574
-1.8788,2,6.5281,-6.5281
-1.8384,-2,6.644,-6.644
-1.8384,-1.9596,6.4715,-6.4715
-1.8384,-1.9192,6.2898,-6.2898
-1.8384,-1.8788,6.0993,-6.0993
-1.8384,-1.8384,5.9006,-5.9006
-1.8384,-1.798,5.6946,-5.6946
-1.8384,-1.7576,5.4818,-5.4818
-1.8384,-1.7172,5.2631,-5.2631
-1.8384,-1.6768,5.0393,-5.0393
-1.8384,-1.6364,4.8113,-4.8113
-1.8384,-1.596,4.58,-4.58
-1.8384,-1.5556,4.3467,-4.3467
-1.8384,-1.5152,4.1124,-4.1124
-1.8384,-1.4747,3.8785,-3.8785
-1.8384,-1.4343,3.6466,-3.6466
-1.8384,-1.3939,3.4184,-3.4184
-1.8384,-1.3535,3.1958,-3.1958
-1.8384,-1.3131,2.9812,-2.9812
-1.8384,-1.2727,2.7775,-2.7775
-1.8384,-1.2323,2.5876,-2.5876
-1.8384,-1.1919,2.4154,-2.4154
-1.8384,-1.1515,2.2648,-2.2648
-1.8384,-1.1111,2.1403,-2.1403
-1.8384,-1.0707,2.0458,-2.0458
-1.8384,-1.0303,1.9846,-1.9846
-1.8384,-0.9899,1.9586,-1.9586
-1.8384,-0.94949,1.9672,-1.9672
-1.8384,-0.90909,2.0082,-2.0082
-1.8384,-0.86869,2.0773,-2.0773
-1.8384,-0.82828,2.1696,-2.1696
-1.8384,-0.78788,2.2799,-2.2799
-1.8384,-0.74747,2.4032,-2.4032
-1.8384,-0.70707,2.5352,-2.5352
-1.8384,-0.66667,2.6723,-2.6723
-1.8384,-0.62626,2.8112,-2.8112
-1.8384,-0.58586,2.9496,-2.9496
-1.8384,-0.54545,3.0852,-3.0852
-1.8384,-0.50505,3.2164,-3.2164
-1.8384,-0.46465,3.3418,-3.3418
-1.8384,-0.42424,3.46,-3.46
-1.8384,-0.38384,3.5701,-3.5701
-1.8384,-0.34343,3.6713,-3.6713
-1.8384,-0.30303,3.7629,-3.7629
-1.8384,-0.26263,3.8442,-3.8442
-1.8384,-0.22222,3.9147,-3.9147
-1.8384,-0.18182,3.9741,-3.9741
-1.8384,-0.14141,4.022,-4.022
-1.8384,-0.10101,4.0582,-4.0582
-1.8384,-0.060606,4.0824,-4.0824
-1.8384,-0.020202,4.0945,-4.0945
-1.8384,0.020202,4.0945,-4.0945
-1.8384,0.060606,4.0824,-4.0824
-1.8384,0.10101,4.0582,-4.0582
-1.8384,0.14141,4.022,-4.022
-1.8384,0.18182,3.9741,-3.9741
-1.8384,0.22222,3.9147,-3.9147
-1.8384,0.26263,3.8442,-3.8442
-1.8384,0.30303,3.7629,-3.7629
-1.8384,0.34343,3.6713,-3.6713
-1.8384,0.38384,3.5701,-3.5701
-1.8384,0.42424,3.46,-3.46
-1.8384,0.46465,3.3418,-3.3418
-1.8384,0.50505,3.2164,-3.2164
-1.8384,0.54545,3.0852,-3.0852
-1.8384,0.58586,2.9496,-2.9496
-1.8384,0.62626,2.8112,-2.8112
-1.8384,0.66667,2.6723,-2.6723
-1.8384,0.70707,2.5352,-2.5352
-1.8384,0.74747,2.4032,-2.4032
-1.8384,0.78788,2.2799,-2.2799
-1.8384,0.82828,2.1696,-2.1696
-1.8384,0.86869,2.0773,-2.0773
-1.8384,0.90909,2.0082,-2.0082
-1.8384,0.94949,1.9672,-1.9672
-1.8384,0.9899,1.9586,-1.9586
-1.8384,1.0303,1.9846,-1.9846
-1.8384,1.0707,2.0458,-2.0458
-1.8384,1.1111,2.1403,-2.1403
-1.8384,1.1515,2.2648,-2.2648
-1.8384,1.1919,2.4154,-2.4154
-1.8384,1.2323,2.5876,-2.5876
-1.8384,1.2727,2.7775,-2.7775
-1.8384,1.3131,2.9812,-2.9812
-1.8384,1.3535,3.1958,-3.1958
-1.8384,1.3939,3.4184,-3.4184
-1.8384,1.4343,3.6466,-3.6466
-1.8384,1.4747,3.8785,-3.8785
-1.8384,1.5152,4.1124,-4.1124
-1.8384,1.5556,4.3467,-4.3467
-1.8384,1.596,4.58,-4.58
-1.8384,1.6364,4.8113,-4.8113
-1.8384,1.6768,5.0393,-5.0393
-1.8384,1.7172,5.2631,-5.2631
-1.8384,1.7576,5.4818,-5.4818
-1.8384,1.798,5.6946,-5.6946
-1.8384,1.8384,5.9006,-5.9006
-1.8384,1.8788,6.0993,-6.0993
-1.8384,1.9192,6.2898,-6.2898
-1.8384,1.9596,6.4715,-6.4715
-1.8384,2,6.644,-6.644
-1.798,-2,6.7484,-6.7484
-1.798,-1.9596,6.5743,-6.5743
-1.798,-1.9192,6.3906,-6.3906
-1.798,-1.8788,6.198,-6.198
-1.798,-1.8384,5.997,-5.997
-1.798,-1.798,5.7883,-5.7883
-1.798,-1.7576,5.5726,-5.5726
-1.798,-1.7172,5.3505,-5.3505
-1.798,-1.6768,5.1229,-5.1229
-1.798,-1.6364,4.8906,-4.8906
-1.798,-1.596,4.6545,-4.6545
-1.798,-1.5556,4.4157,-4.4157
-1.798,-1.5152,4.1751,-4.1751
-1.798,-1.4747,3.934,-3.934
-1.798,-1.4343,3.6937,-3.6937
-1.798,-1.3939,3.4558,-3.4558
-1.798,-1.3535,3.2221,-3.2221
-1.798,-1.3131,2.9945,-2.9945
-1.798,-1.2727,2.7756,-2.7756
-1.798,-1.2323,2.5683,-2.5683
-1.798,-1.1919,2.376,-2.376
-1.798,-1.1515,2.2027,-2.2027
-1.798,-1.1111,2.0531,-2.0531
-1.798,-1.0707,1.9319,-1.9319
-1.798,-1.0303,1.8439,-1.8439
-1.798,-0.9899,1.7923,-1.7923
-1.798,-0.94949,1.7785,-1.7785
-1.798,-0.90909,1.8013,-1.8013
-1.798,-0.86869,1.8567,-1.8567
-1.798,-0.82828,1.9396,-1.9396
-1.798,-0.78788,2.044,-2.044
-1.798,-0.74747,2.164,-2.164
-1.798,-0.70707,2.2946,-2.2946
-1.798,-0.66667,2.4314,-2.4314
-1.798,-0.62626,2.571,-2.571
-1.798,-0.58586,2.7104,-2.7104
-1.798,-0.54545,2.8474,-2.8474
-1.798,-0.50505,2.98,-2.98
-1.798,-0.46465,3.1068,-3.1068
-1.798,-0.42424,3.2264,-3.2264
-1.798,-0.38384,3.3379,-3.3379
-1.798,-0.34343,3.4403,-3.4403
-1.798,-0.30303,3.5329,-3.5329
-1.798,-0.26263,3.6152,-3.6152
-1.798,-0.22222,3.6865,-3.6865
-1.798,-0.18182,3.7466,-3.7466
-1.798,-0.14141,3.7951,-3.7951
-1.798,-0.10101,3.8316,-3.8316
-1.798,-0.060606,3.8561,-3.8561
-1.798,-0.020202,3.8683,-3.8683
-1.798,0.020202,3.8683,-3.8683
-1.798,0.060606,3.8561,-3.8561
-1.798,0.10101,3.8316,-3.8316
-1.798,0.14141,3.7951,-3.7951
-1.798,0.18182,3.7466,-3.7466
-1.798,0.22222,3.6865,-3.6865
-1.798,0.26263,3.6152,-3.6152
-1.798,0.30303,3.5329,-3.5329
-1.798,0.34343,3.4403,-3.4403
-1.798,0.38384,3.3379,-3.3379
-1.798,0.42424,3.2264,-3.2264
-1.798,0.46465,3.1068,-3.1068
-1.798,0.50505,2.98,-2.98
-1.798,0.54545,2.8474,-2.8474
-1.798,0.58586,2.7104,-2.7104
-1.798,0.62626,2.571,-2.571
-1.798,0.66667,2.4314,-2.4314
-1.798,0.70707,2.2946,-2.2946
-1.798,0.74747,2.164,-2.164
-1.798,0.78788,2.044,-2.044
-1.798,0.82828,1.9396,-1.9396
-1.798,0.86869,1.8567,-1.8567
-1.798,0.90909,1.8013,-1.8013
-1.798,0.94949,1.7785,-1.7785
-1.798,0.9899,1.7923,-1.7923
-1.798,1.0303,1.8439,-1.8439
-1.798,1.0707,1.9319,-1.9319
-1.798,1.1111,2.0531,-2.0531
-1.798,1.1515,2.2027,-2.2027
-1.798,1.1919,2.376,-2.376
-1.798,1.2323,2.5683,-2.5683
-1.798,1.2727,2.7756,-2.7756
-1.798,1.3131,2.9945,-2.9945
-1.798,1.3535,3.2221,-3.2221
-1.798,1.3939,3.4558,-3.4558
-1.798,1.4343,3.6937,-3.6937
-1.798,1.4747,3.934,-3.934
-1.798,1.5152,4.1751,-4.1751
-1.798,1.5556,4.4157,-4.4157
-1.798,1.596,4.6545,-4.6545
-1.798,1.6364,4.8906,-4.8906
-1.798,1.6768,5.1229,-5.1229
-1.798,1.7172,5.3505,-5.3505
-1.798,1.7576,5.5726,-5.5726
-1.798,1.798,5.7883,-5.7883
-1.798,1.8384,5.997,-5.997
-1.798,1.8788,6.198,-6.198
-1.798,1.9192,6.3906,-6.3906
-1.798,1.9596,6.5743,-6.5743
-1.798,2,6.7484,-6.7484
-1.7576,-2,6.8411,-6.8411
-1.7576,-1.9596,6.6654,-6.6654
-1.7576,-1.9192,6.4801,-6.4801
-1.7576,-1.8788,6.2856,-6.2856
-1.7576,-1.8384,6.0825,-6.0825
-1.7576,-1.798,5.8714,-5.8714
-1.7576,-1.7576,5.653,-5.653
-1.7576,-1.7172,5.428,-5.428
-1.7576,-1.6768,5.1971,-5.1971
-1.7576,-1.6364,4.961,-4.961
-1.7576,-1.596,4.7206,-4.7206
-1.7576,-1.5556,4.4769,-4.4769
-1.7576,-1.5152,4.2307,-4.2307
-1.7576,-1.4747,3.9832,-3.9832
-1.7576,-1.4343,3.7356,-3.7356
-1.7576,-1.3939,3.4892,-3.4892
-1.7576,-1.3535,3.2455,-3.2455
-1.7576,-1.3131,3.0064,-3.0064
-1.7576,-1.2727,2.774,-2.774
-1.7576,-1.2323,2.5508,-2.5508
-1.7576,-1.1919,2.3399,-2.3399
-1.7576,-1.1515,2.1452,-2.1452
-1.7576,-1.1111,1.9712,-1.9712
-1.7576,-1.0707,1.8234,-1.8234
-1.7576,-1.0303,1.7072,-1.7072
-1.7576,-0.9899,1.6281,-1.6281
-1.7576,-0.94949,1.5896,-1.5896
-1.7576,-0.90909,1.5921,-1.5921
-1.7576,-0.86869,1.6328,-1.6328
-1.7576,-0.82828,1.7062,-1.7062
-1.7576,-0.78788,1.8054,-1.8054
-1.7576,-0.74747,1.9233,-1.9233
-1.7576,-0.70707,2.0539,-2.0539
-1.7576,-0.66667,2.192,-2.192
-1.7576,-0.62626,2.3336,-2.3336
-1.7576,-0.58586,2.4753,-2.4753
-1.7576,-0.54545,2.6147,-2.6147
-1.7576,-0.50505,2.7498,-2.7498
-1.7576,-0.46465,2.8788,-2.8788
-1.7576,-0.42424,3.0005,-3.0005
-1.7576,-0.38384,3.1139,-3.1139
-1.7576,-0.34343,3.218,-3.218
-1.7576,-0.30303,3.3122,-3.3122
-1.7576,-0.26263,3.3957,-3.3957
-1.7576,-0.22222,3.4682,-3.4682
-1.7576,-0.18182,3.5292,-3.5292
-1.7576,-0.14141,3.5784,-3.5784
-1.7576,-0.10101,3.6154,-3.6154
